index,score
9,0.6
10,0.6
12,0.3
11,0.6
13,0.3
14,0.0
16,0.3
15,0.3
23,0.0
24,0.0
25,0.0
26,0.2
27,0.0
28,0.3
35,0.6
36,0.6
37,0.6
39,0.7
40,0.7
0,1.0
1,0.3
2,0.7
3,0.0
4,0.9
5,0.6
38,0.0
29,0.3
30,0.3
32,0.9
31,0.4
33,0.7
34,0.6
17,0.0
19,0.3
18,0.3
22,0.3
21,0.0
20,0.9
43,0.0
41,0.9
42,0.0
44,0.0
45,0.3
54,0.0
55,0.3
53,0.7
56,0.6
57,0.0
46,0.3
60,0.0
59,0.0
61,0.4
62,0.9
63,0.6
83,0.0
84,0.0
85,0.6
86,0.6
87,1.0
58,0.3
64,0.2
88,0.6
78,0.3
77,0.3
81,0.0
80,0.9
79,0.9
65,0.0
66,0.6
67,0.9
68,0.7
69,0.6
70,0.3
90,0.0
89,0.3
92,1.0
91,0.0
94,0.2
93,0.7
47,0.7
48,0.2
50,0.6
49,0.6
51,0.6
71,0.2
72,1.0
52,0.3
73,0.0
74,0.0
82,0.9
75,0.6
76,0.3
105,0.9
108,0.6
106,0.2
107,1.0
97,0.7
96,0.9
98,0.6
100,0.9
95,0.7
101,0.3
102,0.0
103,0.0
109,0.7
110,0.7
111,0.6
112,0.0
104,0.0
113,0.3
99,0.7
126,0.6
128,0.3
127,0.2
129,0.2
120,0.0
130,1.0
121,0.3
122,0.7
123,0.0
124,0.3
114,0.3
115,0.7
116,0.0
117,0.7
118,0.9
119,0.6
125,0.3
133,0.0
132,0.9
134,0.0
135,0.3
136,1.0
138,0.6
139,0.6
140,0.6
141,0.0
142,0.0
143,0.6
131,0.7
144,0.0
145,0.3
146,0.7
147,0.9
148,0.0
156,0.6
157,0.6
158,0.9
159,0.6
160,0.7
161,0.6
149,0.6
162,0.0
164,0.0
163,0.3
166,0.7
165,0.3
168,0.2
169,0.9
170,0.9
171,0.6
172,0.3
173,0.6
137,0.6
150,0.0
151,0.7
152,0.0
153,0.0
167,0.3
174,0.6
154,0.0
175,0.9
176,0.4
177,0.6
185,0.6
155,0.6
187,0.3
186,0.6
188,0.7
179,0.2
180,0.0
181,0.3
182,0.6
183,0.7
189,0.6
184,0.3
196,0.6
195,0.0
197,0.9
198,0.0
199,0.0
190,0.9
191,0.3
192,0.3
200,0.2
193,0.0
207,1.0
208,0.3
209,0.4
210,0.0
211,0.0
212,0.7
218,0.9
219,0.0
220,0.7
221,0.6
194,0.6
222,0.9
201,0.6
202,1.0
203,0.0
204,0.0
205,0.0
223,0.9
213,0.3
214,0.9
215,0.7
216,0.6
217,0.6
206,0.2
178,0.7
228,0.7
230,0.0
231,0.3
229,0.7
234,0.6
232,0.7
235,0.6
237,0.0
236,0.9
238,0.0
224,0.0
225,0.2
226,0.0
239,0.6
227,0.3
252,0.6
253,0.4
254,0.3
255,0.0
256,0.3
246,0.3
247,0.3
257,0.3
248,0.0
250,0.9
249,0.9
240,0.6
251,0.6
241,0.9
243,0.6
242,0.6
244,0.7
258,0.7
259,0.9
260,0.7
261,0.7
262,0.7
233,0.6
245,0.6
264,0.9
265,0.9
266,0.9
268,0.9
267,0.3
270,0.2
271,0.6
272,0.9
273,0.7
274,0.3
275,0.6
263,0.7
277,0.6
278,0.9
276,0.7
279,0.9
280,0.7
288,0.6
289,0.0
290,0.3
291,0.0
292,0.0
293,0.3
281,0.7
283,0.9
282,0.6
284,0.6
285,0.6
286,0.6
294,0.5
295,0.3
296,0.0
297,0.0
298,0.0
299,0.3
287,0.3
306,0.3
307,0.0
308,0.0
309,0.6
310,0.9
312,0.9
313,0.7
314,0.3
315,0.4
316,0.0
317,0.3
300,0.6
301,0.0
302,0.6
303,0.0
304,0.3
305,0.3
311,0.3
269,0.3
324,0.9
325,1.0
328,0.7
327,0.9
318,0.0
319,0.6
326,0.3
320,0.6
322,0.7
321,0.0
336,1.0
337,0.9
338,1.0
339,0.3
340,0.6
329,0.7
341,0.7
349,0.0
350,0.0
348,0.0
352,0.3
351,0.9
342,0.9
343,0.6
344,0.0
345,0.3
346,0.0
353,0.6
347,0.3
330,0.7
332,0.4
323,0.0
333,0.7
331,0.6
334,0.6
354,0.7
355,0.0
357,0.0
356,0.0
358,0.0
366,0.6
367,0.9
368,0.6
369,0.9
370,0.6
359,0.6
360,0.6
335,0.6
361,0.9
363,0.2
362,1.0
364,0.0
372,1.0
373,0.0
374,0.9
375,0.3
376,0.6
365,0.3
371,0.6
379,0.3
380,0.2
378,0.0
381,0.0
382,0.9
402,0.9
403,0.6
383,0.3
405,0.6
404,0.9
406,0.0
377,0.6
384,0.9
385,0.2
386,1.0
387,0.3
388,0.7
390,0.2
389,0.7
391,0.6
392,0.0
393,0.6
394,0.6
396,0.0
397,0.6
398,0.2
399,0.6
400,0.0
407,0.3
395,0.3
401,0.3
416,0.0
414,0.5
415,0.9
417,0.0
418,1.0
419,0.3
420,0.0
422,0.0
423,0.9
421,0.2
424,0.3
408,0.3
409,0.9
411,0.6
410,0.0
425,0.3
426,0.7
412,0.3
427,0.0
429,0.9
428,0.7
413,0.3
442,0.0
443,0.6
444,0.7
445,0.6
446,0.3
437,0.3
438,0.0
439,0.3
440,0.6
447,0.6
460,0.6
441,0.3
461,0.3
462,0.3
463,0.7
464,0.9
448,0.3
449,0.6
450,0.6
451,1.0
452,0.7
465,0.6
453,0.6
430,0.9
432,0.0
431,0.7
433,0.9
435,0.3
434,0.0
454,0.6
456,0.9
457,0.0
455,0.0
458,0.0
466,0.6
467,0.0
468,0.7
469,0.0
459,0.3
471,0.7
472,0.6
473,0.6
474,0.9
475,0.9
476,0.3
477,0.3
478,0.2
479,0.3
480,0.0
481,0.6
436,0.6
493,0.0
494,0.9
495,0.6
487,0.9
488,0.6
489,1.0
490,0.9
491,0.0
496,0.7
503,0.8
504,0.7
505,0.6
506,0.3
492,0.6
482,0.9
507,0.7
483,0.0
484,0.2
485,0.0
497,0.6
498,0.9
499,0.6
500,0.6
501,0.9
486,0.6
502,0.7
515,0.7
514,0.0
516,0.9
517,0.0
518,0.9
508,0.3
509,0.6
519,0.6
511,0.0
510,0.0
512,0.0
520,1.0
521,0.9
522,0.8
523,0.7
524,0.6
513,0.3
538,0.7
537,0.7
540,0.7
539,0.7
541,1.0
525,0.9
526,0.3
527,0.6
528,0.6
529,0.9
542,0.6
530,0.6
544,0.3
543,0.6
546,0.3
545,0.0
547,0.6
531,0.6
532,0.6
533,0.7
548,0.3
534,0.9
535,0.5
555,0.6
556,0.3
470,0.1
557,0.6
558,0.3
559,0.0
566,0.0
560,0.6
567,0.6
569,0.9
568,0.7
570,0.8
561,0.6
562,0.3
563,0.6
564,0.7
571,0.6
565,0.6
536,0.6
549,0.0
551,0.6
552,0.7
550,0.9
553,0.0
573,0.6
572,0.9
575,0.0
576,0.9
574,0.9
577,0.6
554,0.3
8,0.9
7,0.0
6,0.9
